"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:15wj06fykqiNYvyj8AVMnK","DICE","spotify:artist:7sZ5ipSoboWdqXkdj6AXHo","ONEW","spotify:album:6tjdh7YCcSKD51C2kQTW9n","DICE - The 2nd Mini Album","spotify:artist:7sZ5ipSoboWdqXkdj6AXHo","ONEW","2022-04-11","https://i.scdn.co/image/ab67616d0000b27306e3965d1fcfc15fca941989","1","1","186906","https://p.scdn.co/mp3-preview/5ceb4e3f4016e968c06bd559b6cd29d83288ed64?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","KRA302200070","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:59:09Z"
"spotify:track:3OLrkewJ2oQ1MQjUdEDfY5","Celeb","spotify:artist:2dd5mrQZvg6SmahdgVKDzh","PSY","spotify:album:7hbSWdxliNs551GXtflIZB","PSY 9th","spotify:artist:2dd5mrQZvg6SmahdgVKDzh","PSY","2022-04-29","https://i.scdn.co/image/ab67616d0000b2733c561c7ab743a3eae304374d","1","3","199766","https://p.scdn.co/mp3-preview/af7fc67dbad716833a6494b4f896661f97c9e6be?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","QZEKE2084403","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:59:23Z"
"spotify:track:5X8djrOyJCnCnwD19QXQIK","VOYAGER","spotify:artist:52MWHSohXVqTyGhBPRJepS","KIHYUN","spotify:album:3zKRClhiSLNBrhqgCd52jE","VOYAGER","spotify:artist:52MWHSohXVqTyGhBPRJepS","KIHYUN","2022-03-15","https://i.scdn.co/image/ab67616d0000b27337e856b4fec3b7c5bdb6b4f6","1","1","191720","https://p.scdn.co/mp3-preview/68e006b06a40d4c3b160e7bc74c25e3516dd2eb2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","KRMIM2206739","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:59:34Z"
"spotify:track:1qXkDZzrLYZDer71tT9nYG","Sweet","spotify:artist:0CmvFWTX9zmMNCUi6fHtAx","THE BOYZ","spotify:album:3l2REQK2yQqFlIVLNMApC8","Sweet","spotify:artist:0CmvFWTX9zmMNCUi6fHtAx","THE BOYZ","2022-06-17","https://i.scdn.co/image/ab67616d0000b2739c2dfc287f65d72c07983c72","1","1","184000","https://p.scdn.co/mp3-preview/b5635b76b6fd8959d9e597b71662562babddd489?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","KRA382205712","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T15:59:43Z"
"spotify:track:1dmi9lVthTKjuemmO8ucWm","Love Theory","spotify:artist:6SKusTjOAPsTZ6kareKQdm, spotify:artist:5o615XColiSVMPDWlslKSk","TAEYONG, Wonstein","spotify:album:2i27IzG4jFQjX7pS5L6TIu","Love Theory - SM STATION","spotify:artist:6SKusTjOAPsTZ6kareKQdm, spotify:artist:5o615XColiSVMPDWlslKSk","TAEYONG, Wonstein","2022-04-14","https://i.scdn.co/image/ab67616d0000b27370c0e8d50872004adc791ef2","1","1","199920","https://p.scdn.co/mp3-preview/c5d2ea7aef83405471eecaf8220d8d10717cc07c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","KRA302200076","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T16:00:04Z"
"spotify:track:4RmEqYXrb89Mlwzm2p6Wyd","WILDSIDE","spotify:artist:1z4g3DjTBBZKhvAroFlhOM","Red Velvet","spotify:album:4ualu7nMAcmoAqp47YaA95","Bloom","spotify:artist:1z4g3DjTBBZKhvAroFlhOM","Red Velvet","2022-04-06","https://i.scdn.co/image/ab67616d0000b2739d750d969d227e6506a2c176","1","2","229520","https://p.scdn.co/mp3-preview/a636bdd5037a2a99fb6a72a5e9d77bae113979e2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","JPB602200427","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T16:00:10Z"
"spotify:track:2fvo8mpaPBkKabJXkd45GU","Stupid Cool","spotify:artist:7DxCK6bwfQC3F2ajZ02R2F","DAWN 던","spotify:album:15SyyufawVdBxltCfLBiNN","Stupid Cool","spotify:artist:7DxCK6bwfQC3F2ajZ02R2F","DAWN 던","2022-06-16","https://i.scdn.co/image/ab67616d0000b2739bd08cd429a41b5a1a73971b","1","1","178306","https://p.scdn.co/mp3-preview/a7b132b7d27c9b0e6414aa510d1fd3a67ad0cb07?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","KSA012162481","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T16:00:19Z"
"spotify:track:01ef1c362EzKpoTNLwI5Eb","Stupid O'clock","spotify:artist:0ziR2zN0NFcB4x1G3P8cW3","VICTON","spotify:album:7bCJBM9raTjf0vyiCwfiqO","Chaos","spotify:artist:0ziR2zN0NFcB4x1G3P8cW3","VICTON","2022-05-31","https://i.scdn.co/image/ab67616d0000b27344bf23dd39e1248d6747b80b","1","1","185093","https://p.scdn.co/mp3-preview/c39beac489448117c3d097bc05d568b0ea8dec3a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","KRA382205511","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T16:00:32Z"
"spotify:track:5HaYRuf3zAfCb8RSO9LLea","Child","spotify:artist:70DFixYAFPv4Pf9kgSfR9O","MARK","spotify:album:4XGMXl3AMjb11YIKdeujj1","Child - SM STATION : NCT LAB","spotify:artist:70DFixYAFPv4Pf9kgSfR9O","MARK","2022-02-04","https://i.scdn.co/image/ab67616d0000b273d23f42c2583356e3147da65b","1","1","211069","https://p.scdn.co/mp3-preview/7aa240269429c7a7c2b1a13bf545bd8d88d97017?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","KRA302200013","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T16:00:50Z"
"spotify:track:0wp8u1swtx3sVvJw3dxXmY","C.I.T.T (Cheese in the Trap)","spotify:artist:1eTft3tXynrKdo6XD7QHLL","Moon Byul","spotify:album:0EE8K1IGciwDPMiURGtEBf","C.I.T.T (Cheese in the Trap)","spotify:artist:1eTft3tXynrKdo6XD7QHLL","Moon Byul","2022-04-28","https://i.scdn.co/image/ab67616d0000b273ba7e7f88e30af8af7a9e1ca2","1","1","177400","https://p.scdn.co/mp3-preview/d03ae64b077f8e97cf4bae2274e774fdd325c7fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","KRA382204683","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T16:01:05Z"
"spotify:track:7hg0IEar5zT2pdIt21THE7","Eye On You","spotify:artist:6pC3vnUgNVITdYMMXefi6D","WONHO","spotify:album:7KgsAlBnzkH1vyYluTUtUd","Obsession","spotify:artist:6pC3vnUgNVITdYMMXefi6D","WONHO","2022-02-16","https://i.scdn.co/image/ab67616d0000b273da9dfb9e48446d18674de35a","1","1","186186","https://p.scdn.co/mp3-preview/565c5f6abebb2465f1354223972b164022e9ab64?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","KRA382203100","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T16:01:12Z"
"spotify:track:0dcnrLo8s1rhjm8euGjI4n","DARARI","spotify:artist:3KonOYiLsU53m4yT7gNotP","TREASURE","spotify:album:17l09k7ZDb4GYwmsIVGcRZ","THE SECOND STEP : CHAPTER ONE","spotify:artist:3KonOYiLsU53m4yT7gNotP","TREASURE","2022-02-15","https://i.scdn.co/image/ab67616d0000b27328be5dc3cc0bd6f2482c1d56","1","3","220716","https://p.scdn.co/mp3-preview/7e3fa2852f563980f7d1af59b997c8d5457254a1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","KRA402100151","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-22T16:02:24Z"
"spotify:track:6QCPweR3aP6nj7P43WpiZs","Rising","spotify:artist:5Z71xE9prhpHrqL5thVMyK","tripleS","spotify:album:6ArYgWdHk7mcG4knENgPN5","ASSEMBLE","spotify:artist:5Z71xE9prhpHrqL5thVMyK","tripleS","2023-02-13","https://i.scdn.co/image/ab67616d0000b27346108c072c8e3db5e9ca9838","1","3","159933","https://p.scdn.co/mp3-preview/32d2f365b8565bc851059da078e26a61e3c1ba90?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","KRA382300733","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-23T22:40:16Z"
"spotify:track:07tOPpbPKrEgTxc8HgHfZZ","MAGICIAN","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","spotify:album:6TncHvvXh96HDGtWGrsNIV","The Happy Star","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","2022-12-06","https://i.scdn.co/image/ab67616d0000b27318e46f31edccf35e9d069a01","1","5","213062","https://p.scdn.co/mp3-preview/f93d1d52ce302369b1a1be835362ba1b824c3404?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USUYG1452901","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-24T14:57:32Z"
"spotify:track:4CC1ERQo70R6JdaiFzDdyh","FORTUNA","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","spotify:album:6TncHvvXh96HDGtWGrsNIV","The Happy Star","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","2022-12-06","https://i.scdn.co/image/ab67616d0000b27318e46f31edccf35e9d069a01","1","1","182360","https://p.scdn.co/mp3-preview/74a6ad6f36506a9cf3cbc0705af985d0bf23547d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USUYG1452892","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-24T15:11:53Z"
"spotify:track:1SaUBCZJOk3XCCZd1nFOte","dance dance","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","spotify:album:6TncHvvXh96HDGtWGrsNIV","The Happy Star","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","2022-12-06","https://i.scdn.co/image/ab67616d0000b27318e46f31edccf35e9d069a01","1","2","174428","https://p.scdn.co/mp3-preview/072d803106b899d27d971811c568bcd931c2ba82?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USUYG1452916","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-24T15:18:55Z"
"spotify:track:3AOf6YEpxQ894FmrwI9k96","Super","spotify:artist:7nqOGRxlXj7N2JYbgNEjYH","SEVENTEEN","spotify:album:1JBzeeCJ3axQMVkqWbKh0I","SEVENTEEN 10th Mini Album 'FML'","spotify:artist:7nqOGRxlXj7N2JYbgNEjYH","SEVENTEEN","2023-04-24","https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264","1","2","200386","https://p.scdn.co/mp3-preview/1dd31996959e603934dbe4c7d3ee377243a0f890?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","USA2P2310675","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-24T18:09:02Z"
"spotify:track:3DYDo0HL52zzpKBQgeiFxJ","SHOW DOWN","spotify:artist:1mgzY8CsK8lyJy96tT8bV5","ALICE","spotify:album:0FJu2NhF3a5E5owydl3uTb","SHOW DOWN","spotify:artist:1mgzY8CsK8lyJy96tT8bV5","ALICE","2023-04-19","https://i.scdn.co/image/ab67616d0000b27344a1f68ef62ba7952963e03a","1","2","180373","https://p.scdn.co/mp3-preview/c8de226c62a1c5942bb93ce1d44bcb6bf2ffe6a1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","KRA382301856","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-24T18:37:55Z"
"spotify:track:1AbQH7wlRemzyexuO2m3KO","Log in","spotify:artist:4GJ6xDCF5jaUqD6avOuQT6","FIFTY FIFTY","spotify:album:3EDWNnbmr36DRQOkyoLQRS","THE FIFTY","spotify:artist:4GJ6xDCF5jaUqD6avOuQT6","FIFTY FIFTY","2022-11-18","https://i.scdn.co/image/ab67616d0000b27320fb733de63ff1474893aaf3","1","4","231893","https://p.scdn.co/mp3-preview/c2370aa1bbf64ae8f928806132d65f9bd2d92492?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","KSA012215165","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-24T18:56:52Z"
"spotify:track:6SyDm0wCPpoMYDcx6Dwca3","3.14159","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","spotify:album:6TncHvvXh96HDGtWGrsNIV","The Happy Star","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","2022-12-06","https://i.scdn.co/image/ab67616d0000b27318e46f31edccf35e9d069a01","1","3","213124","https://p.scdn.co/mp3-preview/794b0522b94c7811ac8f25202f3bad8d79d5e64d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","USUYG1452917","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-24T20:34:02Z"
"spotify:track:3ZCjmlAZfEUbDNKkoJpMjm","GANMA","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","spotify:album:6TncHvvXh96HDGtWGrsNIV","The Happy Star","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","2022-12-06","https://i.scdn.co/image/ab67616d0000b27318e46f31edccf35e9d069a01","1","4","160494","https://p.scdn.co/mp3-preview/2d3d1fef749e741d687f902839097160d490d244?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","USUYG1452918","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-25T20:39:05Z"
"spotify:track:5HrIcZOo1DysX53qDRlRnt","Shoong! (feat. LISA of BLACKPINK)","spotify:artist:6udveWUgX4vu75FF0DTrXV, spotify:artist:5L1lO4eRHmJ7a0Q6csE5cT","TAEYANG, LISA","spotify:album:6uMu4poce5OdMd1HYglZux","Down to Earth","spotify:artist:6udveWUgX4vu75FF0DTrXV","TAEYANG","2023-04-25","https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328","1","2","205101","","false","74","KSA002300722","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-25T20:53:22Z"
"spotify:track:0fb1NtIwTxVERtEsVI85Hm","My Heart Skip a Beat","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","spotify:album:01Nno2gP9wHfK6Jacj02fX","My Heart Skip a Beat","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","2020-11-26","https://i.scdn.co/image/ab67616d0000b273a8dcc2cd83772f2fd5aa24f0","1","1","197413","https://p.scdn.co/mp3-preview/e04405713f7d843c5d8f1920af84508145ff0c68?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","KRA382006605","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-25T21:21:41Z"
"spotify:track:1VjIS4qoyD6JS2rNZQgE00","BEAM BEAM","spotify:artist:6Xg22wJOAcnvPUfk5WvODH","JEON SOYEON","spotify:album:1lv92CIVZbB2BsHmIx7qJf","Windy","spotify:artist:6Xg22wJOAcnvPUfk5WvODH","JEON SOYEON","2021-07-05","https://i.scdn.co/image/ab67616d0000b273ed56e93fba864c231be87d65","1","1","167853","","true","49","KRA392100019","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-25T21:50:18Z"
"spotify:track:0bXodJaDaearJAcwacOjJe","Mulan","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","spotify:album:3EDheqSnBlJIST8dU7baWF","2030","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","2019-02-01","https://i.scdn.co/image/ab67616d0000b273db908a95433336663372b641","1","8","223687","https://p.scdn.co/mp3-preview/09bf1242429dba598f1e8f68ae53b8e481af066f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","TWAE31802270","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-26T00:22:24Z"
"spotify:track:4btftV9aaDSaw0sPBr5VsZ","Xtra","spotify:artist:4jCGRzuZkwo8CxboiANMEU","AleXa","spotify:album:2M9w0Fjim2sLzuFj0EZ4l8","ReviveR","spotify:artist:4jCGRzuZkwo8CxboiANMEU","AleXa","2021-07-01","https://i.scdn.co/image/ab67616d0000b273adf3a7479381584ff504c5a9","1","1","180078","https://p.scdn.co/mp3-preview/fe08c342012e63c8c2f772dcdcef7922e510662a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","KRA252101210","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-26T05:42:29Z"
"spotify:track:1BArNw5s6pzhaoqrPM8ccF","了 L","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","spotify:album:5fDCqCkR3tcZAELkjOPNFO","上线了 GONE GOLD","spotify:artist:6fs2or0cKLEM2xohWq8SoX","Lexie Liu","2021-01-28","https://i.scdn.co/image/ab67616d0000b27346c0210d81ce5f162a2cca46","1","5","195244","https://p.scdn.co/mp3-preview/6588205bb4ccf912521d755065ba074831052603?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","TWAE32100077","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-27T13:56:57Z"
"spotify:track:1fMCp60Wtrv6jqmp7awVXR","Spotlight","spotify:artist:38oZ3lMBfgejBalxm1GDgc","Serri","spotify:album:3vM1AXKOPmsUJYV8RF8fM8","Dream","spotify:artist:38oZ3lMBfgejBalxm1GDgc","Serri","2023-02-23","https://i.scdn.co/image/ab67616d0000b2733eb1e25793ee31ccb0e4c176","1","1","181500","https://p.scdn.co/mp3-preview/f60c2ed0f3e4152e351bac1f78d093dbc4ba0249?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","KRB462300210","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-27T14:07:16Z"
"spotify:track:34St2IIfAjXcb18wVUYd3x","ROCKSTAR","spotify:artist:6QHP8St0MzfNDqjKpwtMht","xikers","spotify:album:6AO0SV6HUmKSu85OECxtYK","HOUSE OF TRICKY : Doorbell Ringing","spotify:artist:6QHP8St0MzfNDqjKpwtMht","xikers","2023-03-30","https://i.scdn.co/image/ab67616d0000b273eb555e6d83960e5d082c9d73","1","5","193223","https://p.scdn.co/mp3-preview/b637d3fed79ca2fc1b5c8ee6fd4d5a5173d8ad3d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","KRD442300005","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-28T21:35:54Z"
"spotify:track:0OtQ1H7kvZO9uEKjVqxBku","KITTY RUN","spotify:artist:4jCGRzuZkwo8CxboiANMEU","AleXa","spotify:album:3f7o5DhMd9IDpI800O8J4X","Do Or Die","spotify:artist:4jCGRzuZkwo8CxboiANMEU","AleXa","2020-04-01","https://i.scdn.co/image/ab67616d0000b2730c7b81ce977580eca7931f79","1","3","201680","https://p.scdn.co/mp3-preview/21187e6d4bd89b1cfba906fc60c9991d2360fb86?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","JPB602001149","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-29T02:50:03Z"
"spotify:track:7FbrGaHYVDmfr7KoLIZnQ7","Cupid - Twin Ver.","spotify:artist:4GJ6xDCF5jaUqD6avOuQT6","FIFTY FIFTY","spotify:album:5letLUZIFsQikJYShfGNs4","The Beginning: Cupid","spotify:artist:4GJ6xDCF5jaUqD6avOuQT6","FIFTY FIFTY","2023-02-24","https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb","1","2","174253","https://p.scdn.co/mp3-preview/af5c16d4c69be9b3278e7079d5aab14aa425127b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","95","KSA012239181","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-29T03:04:24Z"
"spotify:track:3v5o91PrUtf0nmO6j8J7dZ","LEFT RIGHT","spotify:artist:0LOK81e9H5lr61HlGGHqwA","XG","spotify:album:1Gi6ij4Jxc4qE35i3I0gqS","SHOOTING STAR","spotify:artist:0LOK81e9H5lr61HlGGHqwA","XG","2023-01-25","https://i.scdn.co/image/ab67616d0000b27353f126eb16bb3ab5720b0ba7","1","2","208065","https://p.scdn.co/mp3-preview/a821c8bbf4706683dd234bf9e3c394010bce5dcc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","JPB602300033","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-29T04:14:05Z"
"spotify:track:7wFeVMTlgOu910OH9RctRI","I do! Do you?","spotify:artist:5R7AMwDeroq6Ls0COQYpS4","Kep1er","spotify:album:3UZfvVHePm0ROe6EcJEwMl","I do! Do you?","spotify:artist:5R7AMwDeroq6Ls0COQYpS4","Kep1er","2023-02-22","https://i.scdn.co/image/ab67616d0000b27311f5a1957b7095c163aeedeb","1","1","214826","https://p.scdn.co/mp3-preview/214e894f82609ea4b37007201cb27f442ada7efb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","KRA492300169","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-29T04:20:25Z"
"spotify:track:21aIsunB7PfZI0vlIoaJPh","Bonnie & Clyde","spotify:artist:22aCD8IrQZjcPgZw728QT6","YUQI","spotify:album:7jmRVFWYCVgx2OEC1ZQJH8","A Page","spotify:artist:22aCD8IrQZjcPgZw728QT6","YUQI","2021-05-13","https://i.scdn.co/image/ab67616d0000b273cf122fa2dd2c23dcc79f7c51","1","2","174639","","false","60","KRA392100016","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-30T18:35:02Z"
"spotify:track:0zuOKdFHYFIOTyJi0aOIuo","Can We Talk Again","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","spotify:album:7upDgBOqXuwU72JPeBLIzA","Can We Talk Again","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","2021-02-03","https://i.scdn.co/image/ab67616d0000b273548e75657d21c646111cfa1d","1","1","184386","https://p.scdn.co/mp3-preview/b6118e98544c91eef97ebb837460c8be3d948e42?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","KRA382100620","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-04-30T22:04:34Z"
"spotify:track:5pzfgUsBcsenLNQaiaOGp7","Cursor","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","spotify:album:4nhtnBY8owIQnOsnGQGqW9","memeM","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","2022-03-29","https://i.scdn.co/image/ab67616d0000b27346c28fd13126fd9428625411","1","7","204960","https://p.scdn.co/mp3-preview/d2f5dfb0933404384bbb5193af66bdf4470d1de6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","KRA382204233","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-05-01T00:30:33Z"
"spotify:track:51vRumtqbkNW9wrKfESwfu","UNFORGIVEN (feat. Nile Rodgers)","spotify:artist:4SpbR6yFEvexJuaBpgAU5p, spotify:artist:3yDIp0kaq9EFKe07X1X2rz","LE SSERAFIM, Nile Rodgers","spotify:album:4Oz7K9DRwwGMN49i4NbVDT","UNFORGIVEN","spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","2023-05-01","https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7","1","8","182148","https://p.scdn.co/mp3-preview/ba72474a4c4c3a63f8c6d00c561ad40be6e1e7c7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USA2P2310663","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-05-02T12:56:59Z"
"spotify:track:0q7U1KqAYPGHdwC8HVw67y","LOVEADE","spotify:artist:7Lq3yAtwi0Z7zpxEwbQQNZ","VIVIZ","spotify:album:3C9klin5PNVtOaR91eqEGz","The 2nd Mini Album 'Summer Vibe'","spotify:artist:7Lq3yAtwi0Z7zpxEwbQQNZ","VIVIZ","2022-07-06","https://i.scdn.co/image/ab67616d0000b2734ab26b3924d428de043e748d","1","1","218880","https://p.scdn.co/mp3-preview/5fa9722adb006c1f7ab35aaf76ba3d1b439e2799?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","KRA382206018","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-05-02T13:26:21Z"
"spotify:track:0V8fsKaS2pdhTkDfJKBCTY","Lovin' Me","spotify:artist:4GJ6xDCF5jaUqD6avOuQT6","FIFTY FIFTY","spotify:album:3EDWNnbmr36DRQOkyoLQRS","THE FIFTY","spotify:artist:4GJ6xDCF5jaUqD6avOuQT6","FIFTY FIFTY","2022-11-18","https://i.scdn.co/image/ab67616d0000b27320fb733de63ff1474893aaf3","1","2","189533","https://p.scdn.co/mp3-preview/019d4a8e1eb45035cf80c5eac2b0dd6b1075e558?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","KSA012215163","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-05-03T03:55:44Z"
"spotify:track:3AX57OUAxdFR1RbkI3R5WN","I'm Unhappy - Track Video Version","spotify:artist:6YVMFz59CuY7ngCxTxjpxE","aespa","spotify:album:63ds2yfOJ1M5JWUdhdcKvz","I'm Unhappy (Track Video Version)","spotify:artist:6YVMFz59CuY7ngCxTxjpxE","aespa","2023-05-02","https://i.scdn.co/image/ab67616d0000b273b3992a1424130c054a53a463","1","1","143869","https://p.scdn.co/mp3-preview/0ba19fef562893b32a43cba43aed4f8522717b61?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","KRA302300175","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-05-03T21:53:25Z"
"spotify:track:29raY8KmcBzCgCtJ3xtd5R","SuMMer RaiN","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","spotify:album:7EDCoH5wfSGYdZ7wXCmTF4","Geekyland","spotify:artist:62T5PGHWJ9sxP2SJq20IHq","PURPLE KISS","2022-07-25","https://i.scdn.co/image/ab67616d0000b2730b479d89335fbca7de943443","1","6","177186","https://p.scdn.co/mp3-preview/6ae7cf2611ffffae62b6842646f2235b7b497dc3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","KRA382206348","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-05-04T13:55:47Z"
"spotify:track:1QQa5A2b2B8NjuDX0vxLC7","Rabbits","spotify:artist:20StpY1Vxpsdi7BApvOFVR","REIRIE","spotify:album:4Ki0dD3T1Odojtxv2XmlCW","~R~","spotify:artist:20StpY1Vxpsdi7BApvOFVR","REIRIE","2023-03-20","https://i.scdn.co/image/ab67616d0000b273a4f3cb702f83476a61513126","1","1","180040","https://p.scdn.co/mp3-preview/25bed3d6e63d54f8b4f8bfa1cd64e3c0f43cc698?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","JPE872304704","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-05-05T14:27:46Z"
"spotify:track:0GkxvVZdAe7XdMLtShHE6M","Thirsty - Track Video Version","spotify:artist:6YVMFz59CuY7ngCxTxjpxE","aespa","spotify:album:04JTuaUXvd0xYkP94tLou5","Thirsty (Track Video Version)","spotify:artist:6YVMFz59CuY7ngCxTxjpxE","aespa","2023-05-04","https://i.scdn.co/image/ab67616d0000b27316cf645b2871840c24bd730c","1","1","128516","https://p.scdn.co/mp3-preview/0fcbde68186f78cf175a77b75d2378f7f2b3519b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","KRA302300177","spotify:user:j9tdfnh4qld2ze26byx4ey0gs","2023-05-05T15:01:18Z"
